Organism_Name,Genome.composition
Tomato leaf curl Sulawesi virus,ssDNA(+/-)
Fowl aviadenovirus D,dsDNA
Duck atadenovirus A,dsDNA
Sclerotinia sclerotiorum hypovirulence associated DNA virus 1,ssDNA
Staphylococcus phage P954,dsDNA
Synechococcus phage S-RSM4,dsDNA
Stretch Lagoon orbivirus,dsRNA
Morogoro mammarenavirus,ssRNA(+/-)
Circovirus-like genome SAR-A,ssDNA
Circovirus-like genome RW-D,ssDNA
Ipomoea yellow vein virus,ssDNA(+/-)
Circovirus-like genome SAR-B,ssDNA
Salivirus NG-J1,ssRNA(+)
Rat coronavirus Parker,ssRNA(+)
Kalanchoe latent virus,ssRNA(+)
Hydrangea chlorotic mottle virus,ssRNA(+)
Cosavirus E,ssRNA(+)
Cosavirus D,ssRNA(+)
Staphylococcus phage phiPVL-CN125,dsDNA
Escherichia phage wV8,dsDNA
Streptococcus phage PH10,dsDNA
Human bocavirus 4 NI,ssDNA(+/-)
Torque teno virus 4,ssDNA(-)
Sunflower chlorotic mottle virus,ssRNA(+)
Pseudocowpox virus,dsDNA
Ngaingan hapavirus,ssRNA(-)
Pseudalatia unipuncta granulovirus,dsDNA
Pseudomonas phage LUZ7,dsDNA
Enterococcus phage phiEf11,dsDNA
Klebsiella phage KP34,dsDNA
Pseudomonas phage phi-2,dsDNA
Anguillid herpesvirus 1,dsDNA
Enterococcus phage phiFL1A,dsDNA
Streptococcus virus ALQ132,dsDNA
Sulfolobus spindle-shaped virus 7,dsDNA
Butterbur mosaic virus,ssRNA(+)
Sweet potato leaf curl Lanzarote virus,ssDNA(+/-)
Helicobasidium mompa alphaendornavirus 1,dsRNA
Tiger puffer nervous necrosis virus,ssRNA(+)
Vernonia yellow vein betasatellite,ssDNA
Ostreococcus tauri virus 1,dsDNA
Tomato infectious chlorosis virus,ssRNA(+)
Ovine mastadenovirus A,dsDNA
Turnip ringspot virus,ssRNA(+)
Porcine mastadenovirus C,dsDNA
Japanese holly fern mottle virus,ssRNA(+)
Primula malacoides virus China/Mar2007,dsRNA
Anatid alphaherpesvirus 1,dsDNA
Astrovirus VA1,ssRNA(+)
Tomato leaf curl Hainan virus,ssDNA(+/-)
Circovirus-like genome CB-A,ssDNA
Circovirus-like genome RW-B,ssDNA
Circovirus-like genome BBC-A,ssDNA
Aedes flavivirus,ssRNA(+)
Gossypium davidsonii symptomless alphasatellite,ssDNA
Human adenovirus 54,dsDNA
Lettuce chlorosis virus,ssRNA(+)
Cosavirus A,ssRNA(+)
Mycobacterium phage Angel,dsDNA
Bovine viral diarrhea virus 3 Th/04_KhonKaen,ssRNA(+)
Lujo mammarenavirus,ssRNA(+/-)
Streptococcus virus phiAbc2,dsDNA
Mycobacterium phage ET08,dsDNA
Tomato leaf curl Cameroon virus,ssDNA(+/-)
Xylella phage Xfas53,dsDNA
Felid alphaherpesvirus 1,dsDNA
Fort Morgan virus,ssRNA(+)
Fusarium graminearum dsRNA mycovirus-3,dsRNA
Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey),dsRNA
Rosellinia necatrix megabirnavirus 1/W779,dsRNA
Bornean orang-utan polyomavirus,dsDNA
Leucas zeylanica yellow vein virus satellite DNA beta,ssDNA
Phytophthora infestans RNA virus 1,ssRNA(+)
Bovine mastadenovirus B,dsDNA
Murine mastadenovirus A,dsDNA
Cassava virus C,ssRNA(+)
Drosophila melanogaster sigmavirus AP30,ssRNA(-)
Chilli leaf curl Multan alphasatellite,ssDNA
Tomato chocolate spot virus,ssRNA(+)
Burkholderia phage KS9,dsDNA
Circovirus-like genome CB-B,ssDNA
Circovirus-like genome RW-C,ssDNA
Cyanophage PSS2,dsDNA
Okra leaf curl virus,ssDNA(+/-)
Salivirus A,ssRNA(+)
Wheat yellow dwarf virus-GPV,ssRNA(+)
Escherichia phage St-1,ssDNA(+)
Human cosavirus B,ssRNA(+)
Cercopithecine betaherpesvirus 5,dsDNA
Tomato leaf curl Pakistan alphasatellite,ssDNA
Streptococcus phage 5093,dsDNA
Xanthomonas phage phiL7,dsDNA
Sweet potato badnavirus B,dsDNA-RT
Cassava brown streak virus,ssRNA(+)
Eragrostis curvula streak virus,ssDNA(+/-)
Ageratum leaf curl Cameroon betasatellite,ssDNA
Escherichia virus RB14,dsDNA
Murine adenovirus 3,dsDNA
Kedougou virus,ssRNA(+)
Lymantria xylina nucleopolyhedrovirus,dsDNA
Cotton leaf curl Burewala alphasatellite,ssDNA
Artogeia rapae granulovirus,dsDNA
Enterovirus J,ssRNA(+)
Haloarcula hispanica pleomorphic virus 1,dsDNA; ssDNA
Pseudomonas phage LIT1,dsDNA
Enterococcus phage phiFL2A,dsDNA
Enterococcus phage phiFL3A,dsDNA
Klebsiella phage KP32,dsDNA
Citrus viroid VI,ssRNA
Escherichia phage D108,dsDNA
Drosophila melanogaster totivirus SW-2009a,dsRNA
Sulfolobus spindle-shaped virus 6,dsDNA
Sweet potato leaf curl Canary virus,ssDNA(+/-)
Velvet bean severe mosaic virus,ssDNA(+/-)
Barfin flounder nervous necrosis virus,ssRNA(+)
HMO Astrovirus A,ssRNA(+)
Melandrium yellow fleck virus,ssRNA(+)
Canis familiaris papillomavirus 6,dsDNA
Human mastadenovirus A,dsDNA
Fowl aviadenovirus A,dsDNA
Faba bean necrotic stunt virus,ssDNA(+)
European mountain ash ringspot-associated emaravirus,ssRNA(-)
Thermus virus P23-77,dsDNA
Circovirus-like genome RW-E,ssDNA
Human papillomavirus 116,dsDNA
Francolinus leucoscepus papillomavirus 1,dsDNA
Salmonella phage g341c,dsDNA
Sclerotinia sclerotiorum partitivirus S,dsRNA
Sunn hemp leaf distortion virus,ssDNA(+/-)
Circovirus-like genome RW-A,ssDNA
Streptococcus phage M102,dsDNA
Carrot yellow leaf virus,ssRNA(+)
Drosophila A virus,ssRNA(+)
Coleus blumei viroid 6,ssRNA
Passionfruit severe leaf distortion virus,ssDNA(+/-)
Triticum mosaic virus,ssRNA(+)
Vibrio phage VEJ,ssDNA(+)
Wesselsbron virus,ssRNA(+)
Midway nyavirus,ssRNA(-)
Escherichia phage JSE,dsDNA
Calicivirus pig/AB90/CAN,ssRNA(+)
Malvastrum yellow vein Baoshan virus,ssDNA(+/-)
Culex pipiens densovirus,ssDNA(+/-)
Halorubrum pleomorphic virus 1,dsDNA; ssDNA
Euproctis pseudoconspersa nucleopolyhedrovirus,dsDNA
Thielaviopsis basicola mitovirus,ssRNA(+)
Bagaza virus,ssRNA(+)
Lactobacillus virus Lb338-1,dsDNA
Duck astrovirus C-NGB,ssRNA(+)
Human papillomavirus 109,dsDNA
Tomato leaf curl Nigeria virus-[Nigeria:2006],ssDNA(+/-)
human papillomavirus 108,dsDNA
Coleus blumei viroid 5,ssRNA
Sea turtle tornovirus 1,ssDNA
Helleborus net necrosis virus,ssRNA(+)
Pepper veinal mottle virus,ssRNA(+)
Pseudomonas phage PB1,dsDNA
Grapevine leafroll-associated virus 10,ssRNA(+)
Pseudomonas phage SN,dsDNA
Cactus mild mottle virus,ssRNA(+)
Pseudomonas virus MP29,dsDNA
Equid alphaherpesvirus 9,dsDNA
Beet cryptic virus 1,dsRNA
Southern tomato virus,dsRNA
Peach mosaic virus,ssRNA(+)
Thrush coronavirus HKU12-600,ssRNA(+)
Plantago mottle virus,ssRNA(+)
Poinsettia latent virus,ssRNA(+)
Grapevine Algerian latent virus,ssRNA(+)
Potato latent virus,ssRNA(+)
Adoxophyes orana nucleopolyhedrovirus,dsDNA
Ralstonia phage RSM3,ssDNA(+)
Myotis polyomavirus VM-2008,dsDNA
Mycobacterium virus Ramsey,dsDNA
Agrotis ipsilon multiple nucleopolyhedrovirus,dsDNA
Mycobacterium phage Troll4,dsDNA
Sus scrofa papillomavirus 1,dsDNA
Bacteroides phage B40-8,dsDNA
Ralstonia phage RSB1,dsDNA
Burkholderia virus Bcepil02,dsDNA
Escherichia phage JS10,dsDNA
Nyamanini nyavirus,ssRNA(-)
Silicibacter phage DSS3phi2,dsDNA
Quang Binh virus,ssRNA(+)
Aedes aegypti densovirus 2,ssDNA(+/-)
Lactococcus phage P087,dsDNA
Pseudomonas phage phikF77,dsDNA
Euphorbia yellow mosaic virus,ssDNA(+/-)
Human bocavirus 3,ssDNA(+/-)
Grapevine Syrah virus 1,ssRNA(+)
Tomato leaf curl Patna betasatellite,ssDNA
Cotton leaf curl Burewala virus,ssDNA(+/-)
Allium virus X,ssRNA(+)
Human bocavirus 2c PK,ssDNA(+/-)
Salmonella phage epsilon34,dsDNA
Equus caballus papillomavirus 2,dsDNA
Lactobacillus phage Lv-1,dsDNA
Gossypium punctatum mild leaf curl virus,ssDNA(+/-)
Human T-lymphotropic virus 4,ssRNA-RT
Pseudomonas virus MP38,dsDNA
Abalone shriveling syndrome-associated virus,dsDNA
Rabbit calicivirus Australia 1 MIC-07,ssRNA(+)
Wongabel hapavirus,ssRNA(-)
Narcissus yellow stripe virus,ssRNA(+)
Stenotrophomonas phage S1,dsDNA
Zantedeschia mild mosaic virus,ssRNA(+)
Bacteriophage APSE-2,dsDNA
Penaeus monodon hepandensovirus 4,ssDNA(+/-)
Lettuce yellow mottle virus,ssRNA(-)
Scrophularia mottle virus,ssRNA(+)
Lactococcus virus bIL67,dsDNA
East African cassava mosaic Kenya virus,ssDNA(+/-)
Clerodendrum golden mosaic China virus,ssDNA(+/-)
Enterobacteria phage YYZ-2008,dsDNA
Clostridium phage phiCP39-O,dsDNA
Listeria phage P40,dsDNA
Mycobacterium phage Konstantine,dsDNA
African oil palm ringspot virus,ssRNA(+)
Enterococcus phage EFAP-1,dsDNA
Human papillomavirus type 112,dsDNA
Chaetoceros socialis forma radians RNA virus 1,ssRNA(+)
Pseudomonas phage phi2954,dsRNA
Mycobacterium phage Phlyer,dsDNA
Torque teno zalophus virus 1,ssDNA(-)
Asparagus virus 2,ssRNA(+)
Erwinia phage phiEa21-4,dsDNA
Raphanus sativus cryptic virus 3,dsRNA
Schlumbergera virus X,ssRNA(+)
Salmonella phage SE1 (in:P22virus),dsDNA
Soybean yellow mottle mosaic virus,ssRNA(+)
Spodoptera litura nucleopolyhedrovirus II,dsDNA
Blackberry chlorotic ringspot virus,ssRNA(+)
Staphylococcus virus IPLA35,dsDNA
Pepper chat fruit viroid,ssRNA
Simian T-cell lymphotropic virus 6,ssRNA-RT
Lettuce big-vein associated varicosavirus,ssRNA(-)
Nemesia ring necrosis virus,ssRNA(+)
Kluyvera phage Kvp1,dsDNA
Bacillus virus AP50,dsDNA
Clostridium virus phiCD27,dsDNA
Bacillus virus SPO1,dsDNA
Diadromus pulchellus ascovirus 4a,dsDNA
Senecavirus A,ssRNA(+)
Mulberry small circular viroid-like RNA 1,ssRNA
Mycobacterium phage Gumball,dsDNA
Mycobacterium virus Pacc40,dsDNA
Mycobacterium phage Cali,dsDNA
Mycobacterium phage Rizal,dsDNA
Burkholderia phage KS10,dsDNA
Sowbane mosaic virus,ssRNA(+)
Bacillus phage IEBH,dsDNA
Tomato leaf curl Kerala virus,ssDNA(+/-)
Grapevine virus E,ssRNA(+)
Rhizobium phage 16-3,dsDNA
Sulfitobacter phage EE36phi1,dsDNA
Emilia yellow vein virus-associated DNA beta,ssDNA
Vibrio phage VP93,dsDNA
Homalodisca vitripennis reovirus,dsRNA
Enterobacteria phage RB51,dsDNA
Highlands J virus,ssRNA(+)
Solenopsis invicta virus 3,ssRNA(+)
Tomato leaf curl Patna virus,ssDNA(+/-)
Rhynchosia golden mosaic Yucatan virus,ssDNA(+/-)
Red clover vein mosaic virus,ssRNA(+)
Gayfeather mild mottle virus,ssRNA(+)
Escherichia virus SSL2009a,dsDNA
Pedilanthus leaf curl virus,ssDNA(+/-)
Bhendi yellow vein Bhubhaneswar virus,ssDNA(+/-)
Rudbeckia flower distortion virus,dsDNA-RT
Porcine kobuvirus swine/S-1-HUN/2007/Hungary,ssRNA(+)
Gossypium darwinii symptomless virus,ssDNA(+/-)
Erinaceus europaeus papillomavirus 1,dsDNA
Pseudomonas phage 14-1,dsDNA
Bacillus phage TP21-L,dsDNA
Staphylococcus phage vB_SauS-phiIPLA88,dsDNA
Bougainvillea chlorotic vein banding virus,dsDNA-RT
Anagyris vein yellowing virus,ssRNA(+)
Oryctes rhinoceros nudivirus,dsDNA
Munia coronavirus HKU13-3514,ssRNA(+)
Hosta virus X,ssRNA(+)
Hippeastrum latent virus,ssRNA(+)
Rotavirus A,dsRNA
Imperata yellow mottle virus,ssRNA(+)
Caretta caretta papillomavirus 1,dsDNA
Astrovirus MLB1,ssRNA(+)
Pseudomonas phage PAJU2,dsDNA
Anopheles gambiae densovirus,ssDNA(+/-)
Staphylococcus phage phi2958PVL,dsDNA
Stx2-converting phage 1717,dsDNA
Mycobacterium virus Fruitloop,dsDNA
Mycobacterium virus Brujita,dsDNA
Mycobacterium phage Spud,dsDNA
Jatropha leaf curl virus,ssDNA(+/-)
Human mastadenovirus B,dsDNA
Mycobacterium phage Solon,dsDNA
Mycobacterium phage Myrna,dsDNA
Sulfolobus spindle-shaped virus 5,dsDNA
Mikania micrantha mosaic virus,ssRNA(+)
Pseudomonas phage LMA2,dsDNA
Sputnik virophage,dsDNA
Pseudomonas phage PT2,dsDNA
Tomato leaf curl Kumasi virus,ssDNA(+/-)
Chickpea chlorotic dwarf virus,ssDNA(+/-)
Mycobacterium virus Boomer,dsDNA
Bacillus phage phi29,dsDNA
Escherichia phage 13a,dsDNA
Curvularia thermal tolerance virus,RNA
Mycobacterium virus Jasper,dsDNA
TYLCAxV-Sic1-[IT:Sic2/2:04],ssDNA(+/-)
Blainvillea yellow spot virus,ssDNA(+/-)
Fritillary virus Y,ssRNA(+)
Wissadula golden mosaic virus,ssDNA(+/-)
Bandicoot papillomatosis carcinomatosis virus type 2,dsDNA
Ageratum yellow vein Hualian virus,ssDNA(+/-)
Turkey coronavirus,ssRNA(+)
Paraguayan mammarenavirus,ssRNA(+/-)
Algerian watermelon mosaic virus,ssRNA(+)
Tobacco vein distorting virus,ssRNA(+)
Thottopalayam virus,ssRNA(-)
Musca domestica salivary gland hypertrophy virus,dsDNA
Pepper leaf curl Yunnan virus-[YN323],ssDNA(+/-)
Lactococcus phage 1706,dsDNA
Miniopterus bat coronavirus HKU8,ssRNA(+)
Tomato zonate spot virus,ssRNA(+/-)
Acidianus filamentous virus 9,dsDNA
Tomato leaf curl Cotabato virus,ssDNA(+/-)
bovine rhinitis B virus 1,ssRNA(+)
Beet curly top Iran virus,ssDNA(+/-)
Rose cryptic virus 1,dsRNA
Pseudomonas virus LUZ24,dsDNA
Malachra yellow vein mosaic virus-associated satellite DNA beta,ssDNA
Potato virus T,ssRNA(+)
Mycobacterium virus Kostya,dsDNA
Steller sea lion vesivirus,ssRNA(+)
Mycobacterium phage Nigel,dsDNA
Lactococcus virus Bibb29,dsDNA
Mycobacterium virus KBG,dsDNA
Tomato common mosaic virus,ssDNA(+/-)
Tomato marchitez virus,ssRNA(+)
Macroptilium golden mosaic virus,ssDNA(+/-)
Lettuce virus X,ssRNA(+)
Brugmansia mild mottle virus,ssRNA(+)
Mesta yellow vein mosaic Bahraich virus,ssDNA(+/-)
Ralstonia phage phiRSL1,dsDNA
Melon aphid-borne yellows virus,ssRNA(+)
Mycoreovirus 1,dsRNA
Ramie mosaic virus,ssDNA(+/-)
Ceratocystis resinifera virus 1,dsRNA
Lamium leaf distortion virus,dsDNA-RT
Radish mosaic virus,ssRNA(+)
Tamiami mammarenavirus,ssRNA(+/-)
American grass carp reovirus,dsRNA
Pepper leaf curl Yunnan virus satellite DNA beta,ssDNA
Chapare mammarenavirus,ssRNA(+/-)
Bat coronavirus 1A,ssRNA(+)
Squash vein yellowing virus,ssRNA(+)
Kenaf leaf curl virus-[India:Bahraich:2007],ssDNA(+/-)
Asparagus virus 3,ssRNA(+)
Glossina pallidipes salivary gland hypertrophy virus,dsDNA
Halomonas virus HAP1,dsDNA
Pseudomonas phage LUZ19,dsDNA
Escherichia virus phiEco32,dsDNA
Emilia yellow vein virus-[Fz1],ssDNA(+/-)
Cardiospermum yellow leaf curl betasatellite,ssDNA
Orgyia leucostigma nucleopolyhedrovirus,dsDNA
Serra do Navio mammarenavirus,ssRNA(+/-)
Radish leaf curl betasatellite,ssDNA
Canis familiaris papillomavirus 4,dsDNA
Citrus viroid V,ssRNA
Acidianus filamentous virus 3,dsDNA
Glypta fumiferanae ichnovirus,dsDNA
Rhinolophus bat coronavirus HKU2,ssRNA(+)
Tomato yellow leaf curl betasatellite,ssDNA
Epirus cherry virus,ssRNA(+)
Mycobacterium virus Porky,dsDNA
Okra mottle virus,ssDNA(+/-)
Lactobacillus phage Lrm1,dsDNA
Pseudomonas phage LBL3,dsDNA
Cycad leaf necrosis virus,dsDNA-RT
Cocksfoot mild mosaic virus,ssRNA(+)
Sweet potato leaf curl Spain virus,ssDNA(+/-)
Tomato leaf curl Palampur virus,ssDNA(+/-)
Escherichia phage V5,dsDNA
Escherichia phage EcoDS1,dsDNA
Mycobacterium virus Pukovnik,dsDNA
Mycobacterium phage DD5,dsDNA
West Nile virus,ssRNA(+)
Xenopus laevis endogenous retrovirus Xen1,ssRNA-RT
Cypovirus 5,dsRNA
Streptococcus phage PH15,dsDNA
Oat dwarf virus,ssDNA(+/-)
Saffold virus 2,ssRNA(+)
Pseudomonas phage 201phi2-1,dsDNA
Salmonella phage phiSG-JL2,dsDNA
Latino mammarenavirus,ssRNA(+/-)
Verbena virus Y,ssRNA(+)
Clerodendron golden mosaic virus,ssDNA(+/-)
Chronic bee paralysis virus,ssRNA(+)
Okra leaf curl alphasatellite,ssDNA
Bean yellow disorder virus,ssRNA(+)
Enterovirus J,ssRNA(+)
Botryotinia fuckeliana partitivirus 1,dsRNA
Salmonella phage Vi II-E1,dsDNA
Tomato leaf curl Cebu virus,ssDNA(+/-)
Lolium latent virus,ssRNA(+)
Hop mosaic virus,ssRNA(+)
Streptococcus virus 858,dsDNA
Human papillomavirus type 88,dsDNA
Ligustrum necrotic ringspot virus,ssRNA(+)
Tomato leaf curl Ghana virus,ssDNA(+/-)
Merkel cell polyomavirus,dsDNA
Ourmia melon virus,ssRNA(+)
Bear Canyon mammarenavirus,ssRNA(+/-)
Feldmannia species virus,dsDNA
Mycobacterium phage Predator,dsDNA
Iodobacter phage PhiPLPE,dsDNA
Tursiops truncatus papillomavirus 1,dsDNA
Magnaporthe oryzae virus 2,dsRNA
Diascia yellow mottle virus,ssRNA(+)
Mycobacterium phage Phaedrus,dsDNA
Capreolus capreolus papillomavirus 1,dsDNA
Escherichia phage BA14,dsDNA
Alternaria alternata virus 1,dsRNA
Mycobacterium virus lockley,dsDNA
Allamanda leaf curl virus,ssDNA(+/-)
Tomato mild mosaic virus,ssDNA(+/-)
Tomato yellow vein streak virus,ssDNA(+/-)
Pumpkin yellow mosaic Malaysia virus,ssDNA(+/-)
African green monkey simian foamy virus,ssRNA-RT
Staphylococcus virus phiMR25,dsDNA
Rose spring dwarf-associated virus,ssRNA(+)
Amasya cherry disease associated chrysovirus,dsRNA
Urochloa streak virus,ssDNA(+/-)
Ursus maritimus papillomavirus 1,dsDNA
Mesta yellow vein mosaic virus-associated DNA beta,ssDNA
Peach chlorotic mottle virus,ssRNA(+)
Seal picornavirus type 1,ssRNA(+)
Pseudomonas virus MP22,dsDNA
Hepatitis C virus genotype 4,ssRNA(+)
Listeria phage B054,dsDNA
Escherichia phage Phi1,dsDNA
Hepatitis C virus genotype 3,ssRNA(+)
Corynebacterium phage P1201,dsDNA
Marine RNA virus JP-A,ssRNA(+)
Okra leaf curl Mali virus satellite DNA beta,ssDNA
Basella rugose mosaic virus,ssRNA(+)
Actinomyces virus Av1,dsDNA
Tomato severe rugose virus,ssDNA(+/-)
Tomato yellow leaf curl Vietnam virus,ssDNA(+/-)
Erectites yellow mosaic virus satellite DNA beta,ssDNA
Microbacterium phage Min1,dsDNA
Phormidium virus WMP3,dsDNA
Lindernia anagallis yellow vein virus,ssDNA(+/-)
Aeromonas virus phiO18P,dsDNA
Okra mosaic virus,ssRNA(+)
Thalassomonas phage BA3,dsDNA
Brevicoryne brassicae virus - UK,ssRNA(+)
Enterobacteria phage cdtI,dsDNA
Acidianus bottle-shaped virus,dsDNA
Burkholderia phage BcepGomr,dsDNA
Phlox virus S,ssRNA(+)
Tobacco vein banding mosaic virus,ssRNA(+)
Squirrel monkey polyomavirus,dsDNA
Acidianus filamentous virus 2,dsDNA
Paramecium bursaria Chlorella virus NY2A,dsDNA
RD114 retrovirus,ssRNA-RT
Hepatitis C virus genotype 5,ssRNA(+)
Mycobacterium phage U2,dsDNA
Listeria phage P35,dsDNA
Lactococcus virus KSY1,dsDNA
Listeria phage A500,dsDNA
Bell pepper mottle virus,ssRNA(+)
Telosma mosaic virus,ssRNA(+)
Bacillus virus 1,dsDNA
Wheat eqlid mosaic virus,ssRNA(+)
Marine RNA virus JP-B,ssRNA(+)
Corchorus golden mosaic virus,ssDNA(+/-)
Honeysuckle yellow vein mosaic disease associated satellite DNA beta,ssDNA
Burkholderia phage BcepNY3,dsDNA
Tomato yellow leaf curl Vietnam betasatellite,ssDNA
Lactobacillus phage LL-H,dsDNA
Fragaria chiloensis cryptic virus,dsRNA
Mimosa yellow leaf curl virus satellite DNA beta,ssDNA
Xanthomonas virus Xop411,dsDNA
Maize white line mosaic virus,ssRNA(+)
Spilanthes yellow vein virus,ssDNA(+/-)
Erectites yellow mosaic virus,ssDNA(+/-)
Mapuera rubulavirus,ssRNA(-)
Synechococcus virus Syn5,dsDNA
Clerodendron yellow mosaic virus,ssDNA(+/-)
Ralstonia virus RSA1,dsDNA
Human polyomavirus 3,dsDNA
Burkholderia phage phiE255,dsDNA
Botryotinia fuckeliana totivirus 1,dsRNA
Eupatorium vein clearing virus,dsDNA-RT
Tomato torrado virus,ssRNA(+)
Mesta yellow vein mosaic virus,ssDNA(+/-)
Flexal mammarenavirus,ssRNA(+/-)
Ceratocystis polonica partitivirus,dsRNA
Burkholderia virus BcepF1,dsDNA
Aroa virus,ssRNA(+)
Pipistrellus bat coronavirus HKU5,ssRNA(+)
Whitewater Arroyo mammarenavirus,ssRNA(+/-)
Escherichia virus EPS7,dsDNA
Beluga whale coronavirus SW1,ssRNA(+)
Ludwigia leaf distortion betasatellite [India:Amadalavalasa:Hibiscus:2007],ssDNA
Abaca bunchy top virus,ssDNA(+)
Escherichia phage Min27,dsDNA
Tomato leaf curl Mindanao virus,ssDNA(+/-)
Lactococcus phage asccphi28,dsDNA
Azospirillum phage Cd,dsDNA
Raphanus sativus cryptic virus 2,dsRNA
Eragrostis streak virus,ssDNA(+/-)
Gill-associated virus,ssRNA(+)
Allpahuayo mammarenavirus,ssRNA(+/-)
Oliveros mammarenavirus,ssRNA(+/-)
Pepper leaf curl virus satellite DNA beta,ssDNA
Persimmon viroid,ssRNA
Cupixi mammarenavirus,ssRNA(+/-)
Phaius virus X,ssRNA(+)
Radish leaf curl virus,ssDNA(+/-)
Bandicoot papillomatosis carcinomatosis virus type 1,dsDNA
Acidianus filamentous virus 8,dsDNA
Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta,ssDNA
Sulfolobus spindle-shaped virus 4,dsDNA
Helicoverpa armigera granulovirus,dsDNA
Plum bark necrosis stem pitting-associated virus,ssRNA(+)
Rhinovirus C,ssRNA(+)
Pineapple mealybug wilt-associated virus 1,ssRNA(+)
Mycobacterium phage Giles,dsDNA
Staphylococcus virus phiMR11,dsDNA
Acidianus filamentous virus 7,dsDNA
Snake adenovirus 1,dsDNA
Escherichia phage JS98,dsDNA
Spiroplasma virus SkV1CR23x,ssDNA
Pseudomonas phage LKA1,dsDNA
Tomato yellow dwarf disease associated satellite DNA beta-[Kochi],ssDNA
Enterococcus phage EF24C,dsDNA
Black raspberry virus F,dsRNA
Human herpesvirus 4 type 2,dsDNA
Staphylococcus phage SAP-2,dsDNA
Hepatitis C virus genotype 6,ssRNA(+)
Listeria phage B025,dsDNA
Thermus virus P74-26,dsDNA
Mycobacterium phage Tweety,dsDNA
Coleus vein necrosis virus,ssRNA(+)
Potato virus P,ssRNA(+)
Banana bract mosaic virus,ssRNA(+)
Tomato leaf curl Sinaloa virus,ssDNA(+/-)
Dengue virus 2,ssRNA(+)
Pyrococcus abyssi virus 1,dsDNA
Sida yellow vein Vietnam virus satellite DNA beta,ssDNA
Alternanthera yellow vein betasatellite,ssDNA
Mimosa yellow leaf curl virus-associated DNA 1,ssDNA
Sida yellow vein Vietnam virus,ssDNA(+/-)
Tobacco leaf curl Thailand virus,ssDNA(+/-)
Escherichia virus TLS,dsDNA
Propionibacterium phage PA6,dsDNA
Spodoptera litura granulovirus,dsDNA
Staphylococcus virus 80alpha,dsDNA
Tobacco leaf curl Japan betasatellite,ssDNA
Heliothis virescens ascovirus 3e,dsDNA
Saffold virus,ssRNA(+)
Sida yellow vein Madurai virus,ssDNA(+/-)
Burkholderia phage phiE12-2,dsDNA
Tomato leaf curl Seychelles virus,ssDNA(+/-)
Cyprinid herpesvirus 3,dsDNA
Tomato leaf curl Joydebpur betasatellite,ssDNA
Acidianus filamentous virus 6,dsDNA
Lactobacillus prophage Lj771,dsDNA
Escherichia phage phiEcoM-GJ1,dsDNA
Pseudomonas virus Yua,dsDNA
Phlox virus B,ssRNA(+)
Moroccan watermelon mosaic virus,ssRNA(+)
Paramecium bursaria Chlorella virus AR158,dsDNA
Pseudomonas phage LKD16,dsDNA
Acidianus rod-shaped virus 1,dsDNA
Akabane virus,ssRNA(-)
Listeria phage A006,dsDNA
Mycobacterium virus Bethlehem,dsDNA
Hepatitis C virus genotype 2,ssRNA(+)
Bacillus phage 0305phi8-36,dsDNA
Thermus virus P23-45,dsDNA
Listeria virus A511,dsDNA
Streptococcus phage P9,dsDNA
Wild tomato mosaic virus,ssRNA(+)
Scotophilus bat coronavirus 512,ssRNA(+)
Orchid fleck dichorhavirus,ssRNA(-)
Kudzu mosaic virus,ssDNA(+/-)
Tomato leaf curl Philippine betasatellite,ssDNA
Lindernia anagallis yellow vein virus satellite DNA beta,ssDNA
Sida yellow vein Vietnam alphasatellite,ssDNA
Mimosa yellow leaf curl virus,ssDNA(+/-)
Rice gall dwarf virus,dsRNA
WU Polyomavirus,dsDNA
Citrus variegation virus,ssRNA(+)
Tomato mild yellow leaf curl Aragua virus,ssDNA(+/-)
European bat 1 lyssavirus,ssRNA(-)
Honeysuckle yellow vein beta-[Japan:Fukui:2001],ssDNA
Salmonella phage SETP3,dsDNA
Gryllus bimaculatus nudivirus,dsDNA
Chrysanthemum virus B,ssRNA(+)
Burkholderia phage phiE202,dsDNA
Ilheus virus,ssRNA(+)
Clostridium virus phiC2,dsDNA
Torque teno midi virus 1,ssDNA(-)
Tylonycteris bat coronavirus HKU4,ssRNA(+)
Rehmannia mosaic virus,ssRNA(+)
Israeli acute paralysis virus,ssRNA(+)
Dioscorea bacilliform virus,dsDNA-RT
Narcissus degeneration virus,ssRNA(+)
Honeysuckle yellow vein Kagoshima virus,ssDNA(+/-)
Maruca vitrata nucleopolyhedrovirus,dsDNA
Staphylococcus virus PH15,dsDNA
Staphylococcus phage phiNM3,dsDNA
Entebbe bat virus,ssRNA(+)
Staphylococcus virus phiNM1,dsDNA
Archaeal BJ1 virus,dsDNA
Raspberry leaf mottle virus,ssRNA(+)
Microcystis virus Ma-LMM01,dsDNA
Ralstonia phage RSM1,ssDNA(+)
Gull circovirus,ssDNA(+/-)
Siniperca chuatsi rhabdovirus,ssRNA(-)
Escherichia virus RB32,dsDNA
Stx2-converting phage 86,dsDNA
Streptocarpus flower break virus,ssRNA(+)
Lactococcus virus jj50,dsDNA
Lactococcus phage Q54,dsDNA
Leucania separata nucleopolyhedrovirus,dsDNA
Rousettus aegyptiacus papillomavirus 1,dsDNA
